Präfix;Suffix;SX-ID;ID;Type;Muskelgruppe;Übung;Gerät;Variation;Muscle;Exercise;Device;Variation;GymOrig_ID;GymOrig_Name;GymOrig_Exercise type;GymOrig_BodyPart;GymOrig_Equipment;GymOrig_Gender;GymOrig_Target;GymOrig_Synergist;OA;OA;OA;OA;OA;UA;UA;UA;SC;SC;SC;SC;SC;SC;SC;SC;BR;BR;BR;BR;BR;BR;BR;BA;BA;BA;BA;BA;RU;RU;RU;RU;RU;RU;RU;GE;GE;GE;GE;GE;GE;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;US;US;US;US;US;US;US;US;US;US;US;Notizen;Anleitung;Instructions
X;m;1500;X1500m;d;Bauch;Hüftbeugen;Körpergewicht;schräg, gebeugte Beine, Schrägbrett;Abdominals;Hip Flexion;Bodyweight;Oblique, Bent Legs, Incline Board;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Legen Sie sich mit dem Rücken auf eien Schrägbank (Kopf nach oben und Beine nach unten weisend) und umgreifen Sie mit beiden Händen die Fußpolster
• Heben Sie nun Ihre Beine soweit wie möglich nach oben, indem Sie Ihre Hüft- und Kniegelenke anwinkeln und Ihre Bauchmuskulatur maximal kontrahieren
• Drehen Sie dabei eine Seite Ihrer Hüfte nach vorne
• Lassen Sie Ihre Beine in gleicher Form zurück und wiederholen Sie die Bewegung";"• Lie supine on an incline bench (head up and feet down) and grasp feet hooks with both hands
• Your legs should point straight down a the floor
• Now raise your legs as far as you can by flexing at your hips, waist, and knees
• Turn one side of your hip to the front throughout the movement
• Reverse movement on the way down and repeat"
A;m;1501;A1501m;d;Bauch;Hüftbeugen;Körpergewicht;schräg, gebeugte Beine, Flachbank;Abdominals;Hip Flexion;Bodyweight;Oblique, Bent Legs, Preacher-Bench;415613;Lying Leg Hip Side Raise on Floor;Strength;Hips, Waist;Body weight;Male;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Stützen Sie Ihre Unterarme auf den dafür vorgesehenen Polstern des Gerätes ab und lassen Sie Ihre Beine gerade nach unten zeigen
• Heben Sie nun Ihre Beine soweit wie möglich nach oben, indem Sie Ihre Hüft- und Kniegelenke anwinkeln und Ihre Bauchmuskulatur maximal kontrahieren
• Drehen Sie dabei eine Seite Ihrer Hüfte nach vorne
• Lassen Sie Ihre Beine in gleicher Form zurück und wiederholen Sie die Bewegung";"• Let your forearms rest against padded parallel bars and let your legs should point straight down a the floor
• Now raise your legs as far as you can by flexing at your hips, waist, and knees
• Turn one side of your hip to the front throughout the movement
• Reverse movement on the way down and repeat"
A;m;1617;A1617m;d;Bauch;Hüftheben;Körpergewicht;gebeugte Beine, Flachbank;Abdominals;Hip Raises;Bodyweight;Bent Legs, Flat Bench;048413;Hip Raise (bent knee);Strength;Waist;Body weight;Male;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Legen Sie sich rücklings auf eine Flachbank und halten Sie sich mit beiden Händen an der Bank fest (alternativ können Sie Ihre Unterarme auch gegen Armpolster stützen, sofern diese vorhanden sind)
• Beugen Sie Ihre Knie etwa um 120° und Ihre Hüftgelenke um etwa 45°
• Beugen Sie von dieser Startposition aus Ihre Hüftgelenke, bis Ihre Oberschenkel  senkrecht zum Boden weisen
• Heben Sie dann Ihre Hüfte so weit wie möglich nach oben, indem SIe den unteren Teil Ihrer geraden Bauchmuskulatur anspannen
• Führen SIe die Beine in gleicher Weise zurück und wiederholen Sie die Bewegung";"• Lie supine on a flat bench and hold on to the bench with both hands (alternatively you can position your forarms against arm pads, if provided)
• Bend your knees at about 120° and  flex your hips at about 45°
• From this starting position flex your hips until your thighs are perpendicular to the floor
• Now raise your hips of the bench as far as you can by using your lower abs
• Reverse movement on the way back and repeat"
A;f;1618;A1618f;d;Bauch;Hüftheben;Körpergewicht;gestreckte Beine, Flachbank;Abdominals;Hip Raises;Bodyweight;Straight Legs, Flat Bench;488613;Lying Flat Hip Raise (female);Strength;Waist;Body weight;Female;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Legen Sie sich rücklings auf eine Flachbank und halten Sie sich mit beiden Händen an der Bank fest (alternativ können Sie Ihre Unterarme auch gegen Armpolster stützen, sofern diese vorhanden sind)
• Beugen Sie Ihre Hüftgelenke um etwa 45° und halten Sie Ihre Kniegelenke gestreckt
• Beugen Sie von dieser Startposition aus Ihre Hüftgelenke, bis Ihre Oberschenkel  senkrecht zum Boden weisen
• Heben Sie dann Ihre Hüfte so weit wie möglich nach oben, indem SIe den unteren Teil Ihrer geraden Bauchmuskulatur anspannen
• Führen SIe die Beine in gleicher Weise zurück und wiederholen Sie die Bewegung";"• Lie supine on a flat bench and hold on to the bench with both hands (alternatively you can position your forarms against arm pads, if provided)
• Flex your hips at about 45° while keeping your knees straight
• From this starting position flex your hips until your thighs are perpendicular to the floor
• Now raise your hips of the bench as far as you can by using your lower abs
• Reverse movement on the way back and repeat"
A;m;1502;A1502m;d;Bauch;Bauch Roller;Körpergewicht;kniend;Abdominals;Ab Roller;Bodyweight;Kneeling;085713;Wheel Rollout;Strength;Waist;Wheel roller;Male;;;0;0;2;1;1;0;0;1;1;0;2;0;2;0;0;0;1;1;1;1;1;1;1;2;2;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Knien Sie sich auf den Boden und umgreifen Sie mit beiden Händen einen Ab Roller
• Legen Sie sich eine Matte unter die Knie um eine Schädigung der Knie während der Übung zu vermeiden
• Positionieren Sie den Ab Roller direkt unterhalb Ihrer Schultern und stützen Sie das Gewicht Ihres Oberkörpers auf die Griffe des Gerätes
• Rollen Sie den Ab Roller nun soweit wie möglich gerade nach vorne
• Spannen Sie Ihre Bauchmuskulatur während der gesamten Übung an und vermeiden Sie eine Hohkreuzbildung
• Führen Sie den Ab Roller in gleicher Form zurück und wiederholen Sie die Bewegung";"• Kneel on the floor and grasp an Ab Roller with both hands
• Place a mat under your knees to prevent your knees from damage
• Hold the Ab Roller directly under your shoulders and lean the weight of your upper body on the handles of the device
• Now roll the wheel out in front of you as far as you can go
• Keep your abdominal muscles tight and avoid arching your back throughout the movement
• Reverse movement on the way back and repeat"
A;m;1503;A1503m;d;Bauch;Bauch Roller;Körpergewicht;stehend;Abdominals;Ab Roller;Bodyweight;Standing;079613;Standing Wheel Rollout;Strength;Waist;Wheel roller;Male;;;0;0;2;1;1;0;0;1;1;0;2;0;2;0;0;0;1;1;1;1;1;1;1;2;2;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;1;1;1;0;0;0;0;;"• Stellen Sie sich aufrecht hin, die Füße in etwa Schulterweit voneinander entfernt, und umgreifen Sie mit beiden Händen einen Ab Roller
• Beugen Sie Ihren Oberkörper nach vorne, sodass sich der Ab Roller unmittelbar vor Ihren Füßen befindet
• Rollen Sie den Ab Roller nun soweit wie möglich gerade nach vorne
• Spannen Sie Ihre Bauchmuskulatur während der gesamten Übung an und vermeiden Sie eine Hohkreuzbildung
• Führen Sie den Ab Roller in gleicher Form zurück und wiederholen Sie die Bewegung";"• Stand upright with feet about shoulder width apart and grasp an Ab Roller with both hands
• Bend over at your hips and hold the Ab Roller in front of your feet directly under your shoulders
• Now roll the wheel out in front of you as far as you can go
• Keep your abdominal muscles tight and avoid arching your back throughout the movement
• Reverse movement on the way back and repeat"
A;m;1649;A1649m;s;Bauch;Frontstütz;Körpergewicht;Auf Ausgestreckten Armen;Abdominals;Front Plank;Bodyweight;Straight Arms;515913;Plank on Hands;Strength;Waist;Body weight;Male;;;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;2;1;1;0;2;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Legen Sie sich bäuchlings mit gestreckten Beinen auf den Boden und positionieren Sie Ihre Hände direkt neben Ihren Schultern
• Drücken Sie sich mit Ihren Armen nach oben und achten Sie dabei darauf, dass Ihre Körper vom Kopf bis zu den Fersen eine gerade Linie bildet
• Nur Ihre Hände und Ihre Füße sollten in dieser Position den Boden berühren
• Halten Sie nun diese Position für die empfohlene Dauer, bevor Sie in die liegende Position zurückkehren
• Um den Wiederstand zu erhöhen, können Sie Ihre Füße auf eine erhöhte Plattform legen
• Um den Wiederstand zu vermindern, können Sie Ihre Hände auf eine erhöhte Plattform stützen";"• Lie face down on the floor with your legs extended and position your hands right beside your shoulders
• Now push up your body by extending your arms, while keeping your body in a straight line from your head to your heels
• Only your hands and toes should touch the ground in that position
•  Now hold this position for the recommended period of time, before you return to the lying position
• To increase the resistance, place your feet at an elevated platform
• To lower the resistance, place your hands on an elevated platform."
A;m;1650;A1650m;s;Bauch;Frontstütz;Körpergewicht;Auf Unterarmen;Abdominals;Front Plank;Bodyweight;Bent Arms;046313;Front Plank (male);Strength;Waist;Body weight;Male;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;2;1;1;0;2;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Legen Sie sich bäuchlings mit gestreckten Beinen auf den Boden und stützen Sie sich auf Ihre Unterarme
• Heben Sie nun Ihre Hüft an, bis Ihr Körper vom Kopf bis zu den Fersen eine gerade linie bildet
• Nur Ihre Unterarme und Ihre Füße sollten in dieser Position den Boden berühren
• Halten Sie nun diese Position für die empfohlene Dauer, bevor Sie in die liegende Position zurückkehren
• Um den Wiederstand zu erhöhen, können Sie Ihre Füße auf eine erhöhte Plattform legen
• Um den Wiederstand zu vermindern, können Sie Ihre Unterarme auf eine erhöhte Plattform stützen";"• Lie face down on the floor with your legs extended and position your forearms on the ground so that your upper arms point perpendicular to the floor
• Raise your hip until your body is in a straight line from your head to your heels
• Only your forearms and toes should touch the ground in that position
•  Now hold this position for the recommended period of time, before you return to the lying position
• To increase the resistance, place your feet at an elevated platform
• To lower the resistance, place your forearms on an elevated platform"
A;m;1651;A1651m;s;Bauch;Seitstütz;Körpergewicht;Beidbeinig, Auf Ausgestrecktem Arm;Abdominals;Side Plank;Bodyweight;Two-Legs, Straight Arm;071413;Side Plank II;Strength;Waist;Body weight;Female;;;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;1;2;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;"• Nehmen Sie eine obere Liegestützposition ein.
• Verlagern Sie anschließend das Gewicht Ihres Körpers auf eine Seite, sodass Sie Ihr Körpergewicht auf nur einer Hand und der Außenkante des Fußes balancieren.
• Die Hand des stützenden Armes sollte sich direkt unterhalb der Schulter Befinden.
• Ihr Körper sollte sich nun von Kopf bis Fuß in einer diagonnalen Linie zum Boden befinden.
• Der Fuß des oben liegenden Armes platzieren Sie auf dem darunterliegenden Fuß und die Hand des Oberen Armes stützen Sie in die Taille ein.
• Halten Sie diese Position nun für die empfohlene Dauer, bevor Sie Ihre Hüfte wieder ablegen.";"• Bring yourself in an upper push-up position.
• Roll your body to one side and balance your body only on the hand and foot of that side.
• Your supporting hand should be directly under your shoulder.
• Your body should be in one long diagonal line extending from your head to your heels.
• Stack the foot of your upper leg on that of the lower leg and place the hand of your upper arm to the thigh.
•  Now hold this position for the recommended period of time, before you lower your hip again"
X;m;1652;X1652m;s;Bauch;Seitstütz;Körpergewicht;einbeinig, Auf Ausgestrecktem Arm;Abdominals;Side Plank;Bodyweight;One-Leg, Straight Arm;;;;;;;;;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;1;2;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;"• Nehmen Sie eine obere Liegestützposition ein.
• Verlagern Sie anschließend das Gewicht Ihres Körpers auf eine Seite, sodass Sie Ihr Körpergewicht auf nur einer Hand und der Außenkante des Fußes balancieren.
• Die Hand des stützenden Armes sollte sich direkt unterhalb der Schulter Befinden.
• Ihr Körper sollte sich nun von Kopf bis Fuß in einer diagonnalen Linie zum Boden befinden.
• Heben Sie nun sowohl das oben liegende Bein als auch den oben liegenden Arm maximal an.
• Halten Sie diese Position nun für die empfohlene Dauer, bevor Sie Ihre Hüfte wieder ablegen.";"• Bring yourself in an upper push-up postion.
• Roll your body to one side and balance your body only on the hand and foof of that side.
• Your supporting hand should be directly under your shoulder.
• Your body should be in one long diagonal line extending from your head to your heels.
• Lift your top leg and arm in the air, without bending your elbow and knee
• Now hold this position for the recommended period of time, before you lower your hip again"
A;m;1653;A1653m;s;Bauch;Seitstütz;Körpergewicht;Beidbeinig, Auf dem Unterarm;Abdominals;Side Plank;Bodyweight;Two-Legs, Bent Arm;071513;Side Plank (male);Strength;Waist;Body weight;Male;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;1;2;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;"• Legen Sie sich seitlich mit gestreckten Beinen auf den Boden und stützen Sie sich auf Ihren Unterarm, sodass dieser senkrecht zum Boden Zeigt.
• Heben Sie nun Ihre Hüfte an, bis Ihr Körper vom Kopf bis zu den Fersen eine gerade Linie bildet
• Nur Ihr Unterarm und Ihr Fuß sollten in dieser Position den Boden berühren
• Halten Sie nun diese Position für die empfohlene Dauer, bevor Sie Ihre Hüfte wieder absenken";"• Lie on your side with your legs extended and position your forearms on the ground so that your upper arm points perpendicular to the floor
• Raise your hip until your body is in a straight line from your head to your heels
• Only your forearm and your foot should touch the ground in that position
• Now hold this position for the recommended period of time, before you lower your hip again"
A;m;1654;A1654m;s;Bauch;Seitstütz;Körpergewicht;einbeinig, Auf dem Unterarm;Abdominals;Side Plank;Bodyweight;One-Leg, Bent Arm;490713;Side Plank with Raised Leg (VERSION 2) (female);Strength;Waist;Body weight;Female;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;1;2;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;"• Legen Sie sich seitlich mit gestreckten Beinen auf den Boden und stützen Sie sich auf Ihren Unterarm, sodass dieser senkrecht zum Boden Zeigt.
• Heben Sie nun Ihre Hüfte an, bis Ihr Körper vom Kopf bis zu den Fersen eine gerade Linie bildet
• Nur Ihr Unterarm und Ihr Fuß sollten in dieser Position den Boden berühren
• Heben Sie das obere Bein und den oberen Arm in die Luft, ohne dabei das Knie oder den Ellbogen anzuwinkeln
• Halten Sie nun diese Position für die empfohlene Dauer, bevor Sie Ihre Hüfte wieder absenken";"• Lie on your side with your legs extended and position your forearms on the ground so that your upper arm points perpendicular to the floor
• Raise your hip until your body is in a straight line from your head to your heels
• Only your forearm and your foot should touch the ground in that position
• Lift your top leg and arm in the air, without bending your elbow and knee
•  Now hold this position for the recommended period of time, before you lower your hip again"
;;;;;;;;;;;;;002213;Barbell Pullover To Press;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;003413;Barbell Decline Bent Arm Pullover;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;003713;Barbell Decline wide grip pullover;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;004913;Barbell Incline Row;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;006413;Barbell One Arm Bent over Row;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;007313;Barbell Pullover;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;007613;Barbell Rear Delt Row;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;011613;Barbell Straight Leg Deadlift;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;015913;Cable Decline Seated Wide Grip Row;Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;018013;Cable Low Seated Row;Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;030413;Dumbbell Decline Shrug (VERSION 2);Strength;Back;Dumbbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;030513;Dumbbell Decline Shrug;Strength;Back;Dumbbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;032713;Dumbbell Incline Row;Strength;Back;Dumbbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;032913;Dumbbell Incline Shrug;Strength;Back;Dumbbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;037513;Dumbbell Pullover;Strength;Back;Dumbbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;043413;Dumbbell Straight Leg Deadlift;Strength;Back;Dumbbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;057113;Lever Single Arm Neutral Grip Seated Row (plate loaded);Strength;Back;Leverage machine;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;057413;Lever Bent over Row (plate loaded);Strength;Back;Leverage machine;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;058113;Lever High Row (plate loaded);Strength;Back;Leverage machine;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;060613;Lever T bar Row (plate loaded);Strength;Back;Leverage machine;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;076113;Smith Bent Over Narrow Supinated Grip Row;Strength;Back;Smith machine;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;123613;Dumbbell One Arm Row (rack support);Strength;Back;Dumbbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;132813;Dumbbell Lying Rear Delt Row;Strength;Back;Dumbbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;136013;Smith One Arm Row;Strength;Back;Smith machine;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;248013;Barbell Shrug (female);Strength;Back;Barbell;Female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;257913;Cable Shrug (female);Strength;Back;Cable;Female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;259613;Dumbbell Shrug (female);Strength;Back;Dumbbell;Female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;292813;Barbell Overhead Shrug;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;305613;Cable Lying Extension Pullover (with rope attachment) (female);Strength;Back;Cable;Female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;373013;Barbell Behind The Back Shrug;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;394513;Smith Single Arm Bent Over Row;Strength;Back;Smith machine;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;411113;Cable Seated Horizontal Shrug (male);Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;422613;Cable Lying Shrug;Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;522313;Smith Wide Shrug;Strength;Back;Smith machine;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;522513;Smith Back Wide Shrug;Strength;Back;Smith machine;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;715513;Cable Seated Reverse Shrug (male);Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000713;Alternate Lateral Pulldown;Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;007413;Barbell Rack Pull;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;011813;Barbell Reverse Grip Bent over Row;Strength;Back;Barbell;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;015013;Cable Bar Lateral Pulldown;Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;015313;Cable Cross over Lateral Pulldown;Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;016713;Cable High Row (kneeling, rope attachment);Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;017213;Cable Incline Pushdown;Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;017713;Cable Lateral Pulldown (with rope attachment);Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;019313;Cable One Arm Straight Back High Row (kneeling);Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;019813;Cable Pulldown;Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;019913;Cable Pushdown (straight arm) (VERSION 2);Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;020513;Cable Rear Pulldown;Strength;Back;Cable;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
